,university,outgoing,incoming,total,pagerank,betweenness
233,POLITECHNIKA WROCLAWSKA,1178.0,1622.0,2800.0,0.0008692085377320769,0.0011324685561918328
234,TECHNISCHE UNIVERSITAET WIEN,816.0,1983.0,2799.0,0.001039771150988541,0.00042523300371439415
235,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON,2049.0,743.0,2792.0,0.00048738689467725044,6.989720001952766e-05
236,TARTU ULIKOOL,1044.0,1729.0,2773.0,0.001267039899338977,0.0031952959580953217
237,UNIVERSITE D'ANGERS,1780.0,989.0,2769.0,0.0007147703017366263,0.000895895469311793
238,POLITECHNIKA GDANSKA,1363.0,1399.0,2762.0,0.0008402089499471097,0.001279348686985485
239,UNIVERSITE SAVOIE MONT BLANC,2008.0,751.0,2759.0,0.000769132279807696,0.0012250593398790144
240,BOGAZICI UNIVERSITESI,1601.0,1158.0,2759.0,0.000983367489946122,0.0009817339516442966
241,OULUN YLIOPISTO,953.0,1803.0,2756.0,0.001197434733619839,0.0011100781225599195
242,METROPOLIA AMMATTIKORKEAKOULU OY,1250.0,1496.0,2746.0,0.001241887113003742,0.004393206784927131
243,UNIVERSITAET BREMEN,1417.0,1313.0,2730.0,0.0012088815606273648,0.0018351609534253332
244,JYVASKYLAN YLIOPISTO,1025.0,1678.0,2703.0,0.0010318012568200992,0.00087331407753056
245,GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER,1863.0,818.0,2681.0,0.0008398037962235671,0.0006744125043074033
246,STICHTING HOGESCHOOL ROTTERDAM,1245.0,1433.0,2678.0,0.0013776566368322559,0.004326252301846299
247,UNIVERSITE DE TOULOUSE II - LE MIRAIL,1243.0,1424.0,2667.0,0.0008089294554930597,0.0008469127304262909
248,AKADEMIA GORNICZO-HUTNICZA IM. STANISLAWA STASZICA W KRAKOWIE,837.0,1826.0,2663.0,0.0008840144200742001,0.0012023167980912853
249,UNIVERSITE DE MONTPELLIER,1333.0,1329.0,2662.0,0.0010253245182135948,0.0007405578554176368
250,UNIVERSITA DEGLI STUDI DI FOGGIA,1210.0,1451.0,2661.0,0.0008741197591339711,0.002575471004892599
251,UNIVERSITE FRANCOIS RABELAIS DE TOURS,1686.0,972.0,2658.0,0.0007070827561118435,0.00040674509295799105
252,UNIVERSITAT PASSAU,1733.0,911.0,2644.0,0.0005459524021492117,0.00023285775214082496
253,DUBLIN CITY UNIVERSITY,1014.0,1620.0,2634.0,0.0005361352727954476,0.0002098484240645239
254,Instituto Politécnico de Bragança,1297.0,1330.0,2627.0,0.0010317268849577704,0.0038339137356649374
255,THE NOTTINGHAM TRENT UNIVERSITY,759.0,1856.0,2615.0,0.0009732502149057182,0.0007412765955380709
256,UNIVERSITY OF KENT,1136.0,1469.0,2605.0,0.0006077075611081405,0.0001464076890284405
257,LINNEUNIVERSITETET,646.0,1941.0,2587.0,0.0015021885161800499,0.0018134939675448598
258,STICHTING HOGESCHOOL VAN ARNHEM ENNIJMEGEN HAN,1498.0,1085.0,2583.0,0.001008568462902051,0.0016589973463663357
259,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,835.0,1744.0,2579.0,0.0010532899630897158,0.001005058498128098
260,VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA,622.0,1947.0,2569.0,0.0009183746221684499,0.0017531361163537864
261,UNIWERSYTET MIKOLAJA KOPERNIKA W TORUNIU,1158.0,1406.0,2564.0,0.0008450410907029978,0.0019115388779264292
262,UNIVERSIDAD DE NAVARRA,1409.0,1153.0,2562.0,0.0009961796489360798,0.0009749453969681311
263,TALLINNA TEHNIKAULIKOOL,738.0,1819.0,2557.0,0.0013681253852308296,0.0023636347833315527
264,UNIWERSYTET EKONOMICZNY W KRAKOWIE,1162.0,1392.0,2554.0,0.0009939055711340094,0.0011189814114408619
265,UNIVERSITE DE PARIS-SORBONNE (PARIS IV),730.0,1823.0,2553.0,0.0009630255236311221,0.0003026606932513666
266,UNIVERSITY OF NEWCASTLE UPON TYNE,1018.0,1534.0,2552.0,0.0008549918559506456,0.0012617661037269117
267,UNIVERSITE DE LILLE,1888.0,653.0,2541.0,0.0008088396342068774,0.0012969405080004385
268,HAAGA-HELIA AMMATTIKORKEAKOULU OY,1274.0,1266.0,2540.0,0.0008765581154871867,0.0018699268577911338
269,EKONOMICKA UNIVERZITA V BRATISLAVE,1436.0,1098.0,2534.0,0.00092924061371631,0.0018470774769073998
270,MENDELOVA UNIVERZITA V BRNE,1009.0,1522.0,2531.0,0.0009255261180629822,0.002426115563913095
271,ANADOLU UNIVERSITY,2209.0,321.0,2530.0,0.0007142832782313042,0.00459419904363047
272,UNIVERSITAET POTSDAM,1256.0,1271.0,2527.0,0.0009541836228034209,0.0014684635025191076
273,HACETTEPE UNIVERSITESI,2270.0,256.0,2526.0,0.0004974875485243774,0.0022651456851357538
274,NATIONAL UNIVERSITY OF IRELAND MAYNOOTH,940.0,1577.0,2517.0,0.0006838232876095249,0.0004994602263251528
275,TECHNISCHE UNIVERSITAT DARMSTADT,1636.0,871.0,2507.0,0.0006119332581323959,0.00036168689796109064
276,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS - RESEARCH CENTER,1074.0,1428.0,2502.0,0.0008661527749920241,0.00033907340572737245
277,STIFTELSEN HOGSKOLAN I JONKOPING,949.0,1550.0,2499.0,0.0009737526946560172,0.0009743821419415739
278,INSTITIUID TEICNEOLAIOCHTA BHAILE ATHA CLIATH,1026.0,1473.0,2499.0,0.0010439439186292693,0.0020464147403482097
279,UNIVERSITA DEGLI STUDI DI FERRARA,1328.0,1162.0,2490.0,0.0008609469719314193,0.0016062116551969381
280,UNIVERSITE DE RENNES I,1560.0,930.0,2490.0,0.0006333015011492076,0.0003003905093889201
281,UNIVERSITAET INNSBRUCK,1297.0,1182.0,2479.0,0.0009887130654349218,0.0014744406689881416
282,UNIVERSITE RENNES II,1466.0,999.0,2465.0,0.0007348384945542526,0.000715595488293557
283,UNIVERSITE PARIS DAUPHINE,1165.0,1294.0,2459.0,0.0005459640604961219,9.318353213480564e-05
284,UNIVERSITA DEGLI STUDI DI CATANIA,1554.0,892.0,2446.0,0.0007999519831790212,0.0012519295056158247
285,UNIVERSITATEA DIN BUCURESTI,1382.0,1062.0,2444.0,0.0009429428942409929,0.0022303607423161784
286,SZEGEDI TUDOMANYEGYETEM,885.0,1547.0,2432.0,0.0010986637075428654,0.003507128738698592
287,JUSTUS-LIEBIG-UNIVERSITAET GIESSEN,1754.0,674.0,2428.0,0.0006814245735238984,0.001441762923990072
288,POLITECHNIKA KRAKOWSKA,823.0,1602.0,2425.0,0.0007702643427013744,0.0005187605349285002
289,UNIVERSITE BORDEAUX MONTAIGNE,1014.0,1384.0,2398.0,0.0008049263283899333,0.00040979066451636836
290,Norges Handelshøyskole,1066.0,1332.0,2398.0,0.0005266169718985085,6.802423502646125e-05
291,ASSOCIATION GROUPE ESSEC,1160.0,1224.0,2384.0,0.0004679100992117084,0.0003671809298111527
292,UNIVERSITY OF THE WEST OF SCOTLAND,296.0,2080.0,2376.0,0.0006467303784257184,0.00020286402822941842
293,UNIVERSITY OF SOUTHAMPTON,782.0,1562.0,2344.0,0.0008831449031282988,0.0008053416421044785
294,UNIVERSITA' DEGLI STUDI DI BERGAMO,1678.0,666.0,2344.0,0.000603046112562998,0.0005260007899646604
295,INSTITUTO POLITECNICO DE COIMBRA,810.0,1533.0,2343.0,0.0008411842425701944,0.00153462465724696
296,UNIVERSITY OF BRISTOL,1012.0,1324.0,2336.0,0.000593609125959971,6.199426379805782e-05
297,KING'S COLLEGE LONDON,1058.0,1265.0,2323.0,0.0004642286044724824,7.541440055754196e-05
298,UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,1418.0,900.0,2318.0,0.0005258722829782361,0.0005698501147464496
299,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1156.0,1161.0,2317.0,0.0008825145748335268,0.0018893396735687603
300,TECHNISCHE HOCHSCHULE KOLN,1314.0,980.0,2294.0,0.0009145650719205058,0.0018769699279229885
301,UNIVERSITAT DE LES ILLES BALEARS,1077.0,1214.0,2291.0,0.0010222471839375347,0.0018546030615180032
302,UNIVERSITAT DES SAARLANDES,1047.0,1239.0,2286.0,0.0007145949410912384,0.0003331628335657436
303,POLITECHNIKA BIALOSTOCKA,591.0,1693.0,2284.0,0.0005462225150527865,0.0013950822151963455
304,SOFIISKI UNIVERSITET SVETI KLIMENT OHRIDSKI,1439.0,827.0,2266.0,0.0007832477843446486,0.0009353555269446929
305,FRIEDRICH-SCHILLER-UNIVERSITAT JENA,1253.0,1012.0,2265.0,0.0007679783943311983,0.0008840221807014787
306,UNIVERSIDAD EUROPEA DE MADRID SL,623.0,1636.0,2259.0,0.0009513727323852976,0.00113595738268512
307,UNIVERSITY OF DURHAM,1016.0,1242.0,2258.0,0.00072775435881565,0.0008392421161370116
308,CHRISTIAN-ALBRECHTS-UNIVERSITAET  ZU KIEL,1685.0,569.0,2254.0,0.0007481867266732311,0.001061816897553878
309,UNIVERSITATEA ALEXANDRU IOAN CUZA DIN IASI,1664.0,590.0,2254.0,0.000645181674322756,0.0021733242946980315
310,BUDAPESTI GAZDASAGI EGYETEM,562.0,1686.0,2248.0,0.0008659165065472644,0.0012920445188421847
311,ANKARA UNIVERSITESI,1964.0,279.0,2243.0,0.000503158016436146,0.0016160741971135621
312,POLITECHNIKA POZNANSKA,1265.0,966.0,2231.0,0.0006590135848439607,0.0011750163531502582
313,UNIVERSITE PARIS II PANTHEON ASSAS,1175.0,1053.0,2228.0,0.00042739376756781305,2.238307492212142e-05
314,STICHTING SAXION,1353.0,871.0,2224.0,0.0010144051118499042,0.0027914993070519813
315,UNIVERSITA DEGLI STUDI DI UDINE,1758.0,457.0,2215.0,0.000635641186167163,0.0006605767226650015
316,PHILIPPS UNIVERSITAET MARBURG,1356.0,845.0,2201.0,0.0006220692027054527,0.00032750474045521315
317,FACHHOCHSCHULE REUTLINGEN,1320.0,879.0,2199.0,0.00046225354516244615,0.00016571676508580764
318,UNIVERSITAET AUGSBURG,1424.0,764.0,2188.0,0.0006660700495525685,0.0008378411833676441
319,STICHTING HOGER ONDERWIJS NEDERLAND,1181.0,1005.0,2186.0,0.0009082105750554288,0.0012707499599556018
320,UNIVERSITE TOULOUSE 1 CAPITOLE,1063.0,1115.0,2178.0,0.0006653705395706019,0.0001551991688427166
321,ZAPADOCESKA UNIVERZITA V PLZNI,1204.0,974.0,2178.0,0.0007982259631646001,0.0034963773287458627
322,GROUPE ECOLE SUPERIEURE COMMERCE RENNES,1085.0,1075.0,2160.0,0.0006865234316536269,0.0006877462968098232
323,UNIWERSYTET SLASKI,1221.0,933.0,2154.0,0.0007868541784241445,0.0022155318886380743
324,UNIWERSYTET GDANSKI,1165.0,980.0,2145.0,0.0008093446566877649,0.0013358972238936035
325,TAMPEREEN YLIOPISTO,942.0,1197.0,2139.0,0.0008877898447487047,0.0005000536972560862
326,MIDDLE EAST TECHNICAL UNIVERSITY,1772.0,354.0,2126.0,0.0005312358435874691,0.00026448214995546414
327,TECHNISCHE UNIVERSITEIT EINDHOVEN,822.0,1301.0,2123.0,0.0008768433369533049,0.00026004355452739135
328,THE UNIVERSITY OF NOTTINGHAM,922.0,1194.0,2116.0,0.0006301937337783182,0.0007909666327390011
329,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,904.0,1205.0,2109.0,0.0009701426876261164,0.0015830096017298183
330,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,733.0,1371.0,2104.0,0.0007255128747642448,0.0003497398447212339
331,TALLINN UNIVERSITY,583.0,1519.0,2102.0,0.0013069698973611358,0.0020050052251243183
332,HASKOLI ISLANDS,805.0,1293.0,2098.0,0.0012268540254513464,0.0005816333166699754
333,VYTAUTO DIDZIOJO UNIVERSITETAS,1170.0,924.0,2094.0,0.0008236735855864502,0.00362019255269118
334,HEINRICH-HEINE-UNIVERSITAET DUESSELDORF,1017.0,1076.0,2093.0,0.0006519136010755787,0.0006206389341197954
335,UNIVERSITAT DE GIRONA,909.0,1175.0,2084.0,0.0010987263152678812,0.003472387359743287
336,UNIVERSITAET FUER BODENKULTUR WIEN,577.0,1502.0,2079.0,0.0007106865206672413,0.0005788401109610273
337,UNIVERSITA DEL SALENTO,1447.0,620.0,2067.0,0.0005218118677982767,0.00030689472929973393
338,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,669.0,1398.0,2067.0,0.0007402549541345988,0.0004062782447678537
339,RIGAS TEHNISKA UNIVERSITATE,788.0,1279.0,2067.0,0.00092941804479327,0.0015021522557091915
340,UNIVERSITE PARIS DESCARTES,779.0,1282.0,2061.0,0.0007807288960938069,0.00030342815549766353
341,UNIWERSYTET EKONOMICZNY WE WROCLAWIU,716.0,1331.0,2047.0,0.0007573254377409159,0.0016960394826161442
342,ARTEVELDEHOGESCHOOL,1151.0,881.0,2032.0,0.0010446086202167409,0.0028405670081105834
343,TOULOUSE BUSINESS SCHOOL -TBS,1040.0,991.0,2031.0,0.0006034714258208384,0.00014761609713360898
344,UNIVERSITA DEGLI STUDI GABRIELE D'ANNUNZIO DI CHIETI-PESCARA,1560.0,466.0,2026.0,0.0004512686310563122,0.0007193779147304583
345,TTY-SAATIO,537.0,1486.0,2023.0,0.0006290705817789004,0.00017011794193139387
346,UNIVERSITA POLITECNICA DELLE MARCHE,1560.0,463.0,2023.0,0.00059444390996621,0.001091546028601116
347,POLITECHNIKA LUBELSKA,283.0,1738.0,2021.0,0.0004961191252149624,0.0004546714385236054
348,UNIVERSITEIT TWENTE,1074.0,946.0,2020.0,0.0006445957944113446,0.00021903152502320691
349,TECHNISCHE UNIVERSITAT DORTMUND,1285.0,733.0,2018.0,0.0006537470189081296,0.0011121659131938457
350,ISTANBUL BILGI UNIVERSITESI,907.0,1110.0,2017.0,0.0010087625059139493,0.001680757005778432
351,HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN MUNCHEN,1194.0,822.0,2016.0,0.0006597256095712532,0.000507929834018799
352,UNIVERSITY OF CYPRUS,1019.0,990.0,2009.0,0.0009279067745090284,0.00043826196062381754
353,UNIVERSITE LYON 1 CLAUDE BERNARD,1046.0,945.0,1991.0,0.0008613523865458901,0.0014361908962630071
354,JYVASKYLAN AMMATTIKORKEAKOULU,625.0,1362.0,1987.0,0.0007184323644692386,0.0006695764640125685
355,UNIVERSIDAD DE BURGOS,1490.0,485.0,1975.0,0.0005274549767406655,0.0005691192013807333
356,GROUPE SUP DE CO LA ROCHELLE,1205.0,769.0,1974.0,0.0005510562377281987,0.000693670103231618
357,UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION,705.0,1258.0,1963.0,0.0006857947643862425,0.0004577714552934299
358,UNIVERSITAT JAUME I DE CASTELLON,890.0,1072.0,1962.0,0.0007361748710712637,0.0010227438003462372
359,UNIVERSITE PAUL SABATIER TOULOUSE III,1287.0,662.0,1949.0,0.0006745866975876181,0.0011691861134055799
360,TURUN AMMATTIKORKEAKOULU OY,751.0,1196.0,1947.0,0.0010240561084106658,0.0032559500444053237
361,HOCHSCHULE BREMEN,1190.0,756.0,1946.0,0.0008809989939611429,0.00213701182312946
362,UNIVERSITE DE ROUEN NORMANDIE,1238.0,704.0,1942.0,0.0005944012984277569,0.0005637881488641549
363,YEDITEPE UNIVERSITY VAKIF,992.0,947.0,1939.0,0.0008571082165941563,0.0014593839407111074
364,FUNDACION UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR,768.0,1163.0,1931.0,0.0007908995252124192,0.0020023436293500957
365,VRIJE UNIVERSITEIT BRUSSEL,953.0,976.0,1929.0,0.0007883823712207522,0.0004244695506190042
366,Universita' degli Studi di Urbino Carlo Bo,1481.0,442.0,1923.0,0.0005009770546594327,0.0006850836242744608
367,UNIVERSITE DE BRETAGNE OCCIDENTALE,1524.0,397.0,1921.0,0.0005166230318547341,0.001020393818960346
368,TAMPEREEN AMMATTIKORKEAKOULU OY,870.0,1048.0,1918.0,0.0012165733978443214,0.0037855929952995537
369,SVEUCILISTE U SPLITU,915.0,1002.0,1917.0,0.0008957255029768382,0.0023902932300580485
370,UNIVERSITETET I TROMSOE,329.0,1580.0,1909.0,0.001236334693757043,0.0015015762676949228
371,LIBERA UNIVERSITA MARIA SS. ASSUNTA DI ROMA,599.0,1301.0,1900.0,0.0008816178223904098,0.0008562470685040174
372,THE QUEEN'S UNIVERSITY OF BELFAST,660.0,1225.0,1885.0,0.0008213558947288633,0.0005412772265745563
373,BILKENT UNIVERSITESI VAKIF,1433.0,442.0,1875.0,0.000609278507338228,0.0008587747532616744
374,UNIVERSIDAD POLITECNICA DE CARTAGENA,763.0,1103.0,1866.0,0.0006633566868452093,0.0010662690514851056
375,THE MANCHESTER METROPOLITAN UNIVERSITY,708.0,1158.0,1866.0,0.0007529085946302929,0.0005291323312779135
376,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1125.0,733.0,1858.0,0.000550491412386616,0.0005895317674492522
377,UNIVERSITE PARIS DIDEROT - PARIS 7,579.0,1269.0,1848.0,0.0006874061805904454,0.00014885334733566645
378,A.E.S.C.R.A.,1285.0,563.0,1848.0,0.00035808921182115303,2.6457601367050006e-05
379,SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO,809.0,1033.0,1842.0,0.0006515697106271779,0.0014514160853437122
380,UNIVERSITY OF LEICESTER,793.0,1039.0,1832.0,0.0005089148514385126,8.584843285601455e-05
381,UNIVERSITE D'ORLEANS,1138.0,691.0,1829.0,0.0006047550261024774,0.00043754361995444724
382,PARIS-LODRON-UNIVERSITAT SALZBURG,659.0,1167.0,1826.0,0.0009305834703595139,0.0006197782265928251
383,INSTITUTO POLITECNICO DE LEIRIA,767.0,1053.0,1820.0,0.0009326580581198048,0.0032273483459496753
384,AKADEMIA LEONA KOZMINSKIEGO,741.0,1074.0,1815.0,0.0006748747426980708,0.0003527438714999607
385,MYKOLO ROMERIO UNIVERSITETAS,657.0,1157.0,1814.0,0.0009308525607924881,0.0017444896225657406
386,UNIVERSITY OF HULL,419.0,1393.0,1812.0,0.0005706804166258487,0.0003383921186296174
387,INSTITUT POLYTECHNIQUE DE GRENOBLE,834.0,971.0,1805.0,0.0004929521215632212,0.00011746504693321551
388,UNIVERSITA DEGLI STUDI DI MACERATA,1160.0,638.0,1798.0,0.0005108084325578934,0.0007445078705463722
389,UNIWERSYTET EKONOMICZNY W POZNANIU,949.0,839.0,1788.0,0.0005409218454959598,0.0004724945610946923
390,UNIVERSITAET PADERBORN,1149.0,635.0,1784.0,0.0004434679801644556,0.00022667632687070862
391,OSTRAVSKA UNIVERZITA V OSTRAVE,829.0,951.0,1780.0,0.0009440286495439715,0.003855053642891179
392,UNIVERSITY OF ULSTER,490.0,1281.0,1771.0,0.0008404938419376462,0.0007696154938461828
393,UNIVERSITA DELLA CALABRIA,1029.0,724.0,1753.0,0.0005390327065085272,0.0006746052857768633
394,PECSI TUDOMANYEGYETEM - UNIVERSITY OF PECS,605.0,1148.0,1753.0,0.0009825322384004332,0.0030371674422006783
395,AUDENCIA,857.0,894.0,1751.0,0.0005687554979339436,0.0006282216946189546
396,UNIVERSITE DE CAEN NORMANDIE,1153.0,594.0,1747.0,0.0005608407696753018,0.0004332828578705095
397,SVEUCILISTE U RIJECI,750.0,994.0,1744.0,0.000876714641356362,0.002297344595973718
398,UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE - LILLE I,1057.0,683.0,1740.0,0.0008293702241272255,0.001568922354428269
399,INSTITUT D'ETUDES POLITIQUES DE GRENOBLE,1105.0,628.0,1733.0,0.0004986354331280094,0.00016186365385757262
400,FUNDACION UNIVERSITARIA SAN ANTONIO,800.0,930.0,1730.0,0.0006751073797322778,0.0014455784588591843
401,PANTEIO PANEPISTIMIO KOINONIKON KAIPOLITIKON EPISTIMON,1042.0,687.0,1729.0,0.0005621542176467249,0.0006773743645889148
402,STICHTING CHRISTELIJKE HOGESCHOOL WINDESHEIM,933.0,788.0,1721.0,0.0007916841848496138,0.0010838190509588935
403,UNIVERSITA IUAV DI VENEZIA,1072.0,636.0,1708.0,0.0008385853705694619,0.001818979868721358
404,HOCHSCHULE HEILBRONN,1165.0,532.0,1697.0,0.0004646981859709818,0.0003965151287713444
405,ASSOCIATION DES FONDATEURS ET PROTECTEURS DE L'INSTITUT CATHOLIQUE DE LYON,872.0,818.0,1690.0,0.0007276866962281981,0.0005404599776303752
406,UNIVERSIDADE DO ALGARVE,444.0,1242.0,1686.0,0.0008473389756878003,0.0010242102529609595
407,GALATASARAY UNIVERSITY,836.0,849.0,1685.0,0.0005023267625276629,0.0002454108333395095
408,UNIVERSITATEA DE VEST DIN TIMISOARA,894.0,789.0,1683.0,0.0006419007688009525,0.002254229967575637
409,METROPOLITNI UNIVERZITA PRAHA OPS,592.0,1086.0,1678.0,0.0006988975922500962,0.0005956593578428061
410,MCI MANAGEMENT CENTER INNSBRUCK INTERNATIONALE HOCHSCHULE GMBH,743.0,933.0,1676.0,0.0007201206508744186,0.00039350897156291485
411,ULUDAG UNIVERSITESI,1441.0,233.0,1674.0,0.00031302283792683164,0.0014279725086764046
412,UNIVERZITA TOMASE BATI VE ZLINE,860.0,814.0,1674.0,0.0007712795198151786,0.001835531723706561
413,HOGSKOLEN I OSLO OG AKERSHUS,508.0,1165.0,1673.0,0.0011109420826667872,0.0009675248141865578
414,Universitetet i Agder,522.0,1149.0,1671.0,0.0008119129027215996,0.0006731644418791993
415,UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR,1052.0,619.0,1671.0,0.0004675951433661446,0.00021957264716676472
416,DOKUZ EYLUL UNIVERSITESI,1258.0,406.0,1664.0,0.0005489441388484038,0.0014882002279426895
417,ISM International School of Management GmbH - Gemeinnuetzige Gesellschaft,903.0,760.0,1663.0,0.0005446559217022398,0.0006692734933832043
418,LULEA TEKNISKA UNIVERSITET,404.0,1253.0,1657.0,0.0005298311845346916,0.00023412116226700127
419,UNIVERSITAET BAYREUTH,1182.0,469.0,1651.0,0.0005305660596188252,0.00020870720418017454
420,UNIVERSITA' CARLO CATTANEO - LIUC,960.0,680.0,1640.0,0.0005905799221816188,0.00025474982215199646
421,UNIVERSIDAD PUBLICA DE NAVARRA,1133.0,499.0,1632.0,0.00048387815683200266,0.0007003807450343081
422,THE UNIVERSITY OF LIVERPOOL,686.0,937.0,1623.0,0.000440378833195566,5.8508969081858464e-05
423,UNIVERSITAET OSNABRUECK,1114.0,509.0,1623.0,0.0004995705322512464,0.0006592723421655135
424,TECHNICKA UNIVERZITA V LIBERCI,680.0,943.0,1623.0,0.0005409352329966079,0.0006947883952705272
425,VAASAN YLIOPISTO,771.0,851.0,1622.0,0.0005037836634320613,0.0001730453646920414
426,ECOLE DE MANAGEMENT DE NORMANDIE,1200.0,421.0,1621.0,0.000454955749542256,0.0004206237846621137
427,EDINBURGH NAPIER UNIVERSITY,580.0,1040.0,1620.0,0.0005318772456293357,0.0003515577753807638
428,HERIOT-WATT UNIVERSITY,799.0,820.0,1619.0,0.0004303252900775626,0.00022040111505146502
429,UNIVERSITE CHARLES DE GAULLE LILLE3,700.0,916.0,1616.0,0.0006843332018065339,0.00025638757279789273
430,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX,809.0,802.0,1611.0,0.0005065521034747568,7.844301251607271e-05
431,UNIVERSITE DE FRANCHE-COMTE,1078.0,532.0,1610.0,0.0005257671969810651,0.0003212492808360712
432,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,689.0,917.0,1606.0,0.0006177651158571426,0.000753575135908014
433,PAZMANY PETER KATOLIKUS EGYETEM,511.0,1094.0,1605.0,0.0006037407755102811,0.0006258892740373063
434,THE UNIVERSITY OF HERTFORDSHIRE HIGHER EDUCATION CORPORATION,408.0,1197.0,1605.0,0.0006177008254389568,0.00031535297297742386
435,UNIVERSITE CATHOLIQUE DE LILLE (Fédération Universitaire et Polytechnique de Lille),0.0,1590.0,1590.0,0.0010085243858149603,0.0
436,UNIVERSIDAD DE LLEIDA,912.0,673.0,1585.0,0.0005133072060098833,0.0004603805582160729
437,STIFTUNG UNIVERSITAT HILDESHEIM,1013.0,570.0,1583.0,0.00042008834722804405,0.0009510538915138036
438,LAPPEENRANNAN TEKNILLINEN YLIOPISTO,623.0,953.0,1576.0,0.0005716428478706339,0.000282719732865534
439,FUNDACION UNIVERSIDAD LOYOLA ANDALUCIA,616.0,959.0,1575.0,0.0006782820329905039,0.0003796332275375278
440,UNIVERSIDADE DA BEIRA INTERIOR,686.0,887.0,1573.0,0.0006435426299928975,0.0023477811170613196
441,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,1384.0,187.0,1571.0,0.00023777647221144395,0.00011457963294657096
442,UNIVERSITY OF SUSSEX,582.0,971.0,1553.0,0.000473671576942185,5.568160017295274e-05
443,Hochschule für Technik und Wirtschaft Berlin,743.0,809.0,1552.0,0.000631814377949553,0.0005088095017302895
444,HOGESCHOOL GENT,731.0,820.0,1551.0,0.0012901736922747201,0.0046557569423848
445,INSTITUT DE PREPARATION A L'ADMINISTRATION ET A LA GESTION,813.0,723.0,1536.0,0.00041944954782995405,0.00013084717048562683
446,ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE GRENOBLE ECOLE DE MANAGEMENT,939.0,593.0,1532.0,0.0003781750380659966,2.790889306542875e-05
447,THE GLASGOW CALEDONIAN UNIVERSITY,652.0,878.0,1530.0,0.0005525963685341513,0.0005475201761252561
448,TECHNISCHE UNIVERSITAET BRAUNSCHWEIG,982.0,547.0,1529.0,0.0005048659027035199,0.00022892388580577554
449,UNIVERSITAET KASSEL,740.0,784.0,1524.0,0.0007208264736980863,0.0010554991611944119
450,ABO AKADEMI,398.0,1125.0,1523.0,0.0006666646994331204,0.0003106927560797842
451,FRANKFURT UNIVERSITY OF APPLIED SCIENCES,916.0,604.0,1520.0,0.0006443217363786723,0.0007664855860175866
452,ACADEMIA DE STUDII ECONOMICE DIN BUCURESTI,1187.0,329.0,1516.0,0.0003549322334368178,0.00046057785953134843
